ALL_Uniq,Name_USGSO,Densità_pop,evi,eolico,eolico_std,offshore,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,superficie_res,Densità_pop_etichetta,Solar_etichetta,Wind_class,consumption_etichetta,NO_res,gdp_cons_pop_urban_merged
88154,Île de Bai Luoi,1.1810081523654015,-1.045493285570725,-0.1690179636048628,-0.21034604071773483,1.233880463062188,0.0,0.0,0.13957205739837056,0.4122150130402098,-0.17567691943320504,-0.06264482535092862,L,M,1,M,0,1.430843220056892
88321,UNNAMED,-0.06762889408895549,0.5094296481006718,-1.3059936393354576,0.33721152164736223,0.0,0.0,0.0,0.12025752079016169,0.5604268976012309,-0.36232446024248216,0.2460095878328295,M,M,1,S,0,0.14871506586360309
88330,UNNAMED,0.22894180313553952,0.7534225824004515,-1.3155581475952933,0.4151301525719337,0.0,0.0,0.9821183883446396,0.11558886853976545,0.6392273886128921,-0.34922648941410955,-0.23827129494556856,M,M,1,XS,0,-0.048603165418986315
88335,UNNAMED,0.274797168487673,0.11245148961641123,-1.284411903881182,0.47279965579596217,0.0,0.0,0.0,0.1310738557514353,0.6454404282371232,-0.3691093554317053,-0.42505152803600094,M,M,1,XS,0,-0.1500522371098014
88339,UNNAMED,0.22318197316612975,-0.044875049607433416,-1.2408964389670267,0.5289368701052525,0.0,0.0,0.0,0.1327832420948825,0.7858581980574736,-0.3499347287488255,-0.5386482828468011,M,M,1,XS,0,-0.12367957277310132
88340,UNNAMED,0.1691900160999427,0.5771105495661035,-1.2681459059653806,0.5214980947579936,0.0,0.0,1.0415723526603635,0.13147319705668067,0.5507047495935685,-0.373007740899254,0.08134524307234672,M,M,1,XS,0,0.022690844914489985
88341,UNNAMED,0.1649916321026688,0.06648636267371168,-1.2618960379373998,0.5402369379067751,0.0,0.0,0.0,0.13458327830160724,0.5479137128255203,-0.3595650969265483,-0.3576380479148514,M,M,1,XS,0,-0.19446479897447289
88342,UNNAMED,0.10321522760426315,0.07000105528813055,-1.2618960379373998,0.5402369379067751,0.0,0.0,0.0,0.13388052774790313,0.47272334332972954,-0.36410125674314286,-0.2270331342630822,M,M,1,XS,0,-0.18139931773442064
88348,UNNAMED,0.5187208528874042,-0.23229978550386537,-0.9302636567755617,0.2876641060320114,0.0,0.0,0.0,0.1346973738777888,0.62534759863237,-0.33947641004917806,-0.6383748453423184,M,M,1,XS,0,-0.17535260699867922
88350,UNNAMED,0.12262148483147892,0.26541764187232963,-1.1397633700270973,0.5576692770799,0.0,0.0,0.0,0.1346973738777888,0.43020120644815135,-0.3559127455961274,-0.06175289469663095,M,M,1,XS,0,-0.1683050275558683
